first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,address,fax,principal_agent,qeac_numbers,counselor_count
,,PAC Asia Services,,,,,,Chandigarh,Chandigarh,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/17043,"SCO 35, 2nd Florr, . ., Chandigarh, Chandigarh, Chandigarh, 160019, India",,,,
,,MyDreamSchool Education,,,,,,Richmond,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44624,"4808 Garry Street, Richmond, British Columbia, V7E 2V3, Canada",,,,
,,Splendorlinks Consulting Services,,,,,,East Clifford Road,Aba,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43120,"East Clifford Road, Aba, Abia, Nigeria",,,,
,,E&B international,,,,,,Surfers paradise,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44218,"28, Peninsular Drive Surfers Paradise, Surfers paradise, QLD, 4217, Australia",,,,
,,Qasim Chaudhry,,,,,,Mississauga,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46109,"3516 Havenwood Drive, Mississauga, Ontario, L4X2M9, Canada",,,,
,,Sia immigration Solutions,,,,,,Surrey,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45363,"122 8028 128 Street, Surrey, British Columbia, V3W 4E9, Canada",,,,
,,Egitimal Ecs,,,,,,Ankara,Ankara,Turkey,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/5506,"65 6 Tunus Cad, Kavaklidere, Ankara, Ankara, 06680, Turkey",,,,
,,AS Student Service Medan,,,,,,Blok A61 Jalan Nusa Alam Malibu,Sumatera Utara,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46306,"Blok A61 Jalan Nusa Alam Malibu, Sumatera Utara, 20217, Indonesia",,,,
,,AS Student Service PIK Jakarta,,,,,,Jakarta Utara,Daerah Khusus Ibukota Jakarta,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46309,"GoWork ASG Tower, Level 15 ASG Tower, Pantai Indah Kapuk, No 1 Kav OFS Jalan Boulevard Pantai Indah Kapuk, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14470, Indonesia",,,,
,,AS Student Service Australia,,,,,,Kensington,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46311,"Shop 2 235 Anzac Parade, Kensington, New South Wales, 2033, Australia",,,,
,,Big Ben Study and Work,,,,,,Atyrau,Atyrau,Kazakhstan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39687,"Office 12, floor 1, Aiteke bi street 109, Atyrau, Atyrau, 060011, Kazakhstan",,,,
,,Blue Finderz Education Consulting,,,,,,Mississauga,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45281,"3500 Glen Erin Drive, Mississauga, Ontario, L5L 1W6, Canada",,,,
,,Global Educational Consultancy,,,,,,8 TRACEY PARK DR BELLEVILLE,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43796,"Kanada, 8 TRACEY PARK DR BELLEVILLE, ON, K8P 4R5, Canada",,,,
,,P.P.Arad,,,,,,Taleghani street south Bahar street,Tehran,Iran,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42250,"No.120, Bahar Building, Unit#7, Taleghani street south Bahar street, Tehran, Tehran Province, Iran",,,,
,,Taysiz Inc,,,,,,Richmond Hill,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45658,"600 95 Mural Street, Richmond Hill, Ontario, L4B 3G2, Canada",,,,
,,Global Education Services,,,,,,Auckland,Auckland,New Zealand,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7975,"2 M, 72 Wellesley Street, Auckland, Auckland, 1010, New Zealand",,,,
,,Destination Canada Immigration Services Inc,,,,,,Calgary,Alberta,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/30393,"107 Saddlebrook Common NE, Calgary, Alberta, T3J 0J6, Canada",,,,
,,DAKWIN Consulting Ltd.,,,,,,Vancouver,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46398,"700 838 West Hastings Street, Vancouver, British Columbia, V6C 0A6, Canada",,,,
,,"Jiangsu Join Consultancy Co., Ltd.",,,,,,Suzhou Shi,Jiangsu Sheng,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46421,"205 Changchun South Road, Suzhou Shi, Jiangsu Sheng, 215000, China",,,,
,,EDUCOBI Canada,,,,,,Abidjan,District Autonome d'Abidjan,Cote d'Ivoire,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46084,"Rue D30 Riviera Golf, Abidjan, District Autonome d'Abidjan, 08 BP 807 CIDEX 03, Cote d'Ivoire",,,,
,,Approved Consultants,,,,,,Tarneit,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44866,"18 Montia Street, Tarneit, Victoria, 3029, Australia",,,,
,,Chartreuse Dimalanta,,,,,,Whitby,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46527,"15 Somerset Street, Whitby, Ontario, L1P 1P5, Canada",,,,
,,Seed Educational Consulting,,,,,,33 Lindsay Circus,Scotland,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46090,"33 Lindsay Circus, Scotland, EH24 9EN, United Kingdom",,,,
,,E2W STUDY OVERSEAS PRIVATE LIMITED,,,,,,Chennai,Tamil Nadu,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46370,"7/518, 1st floor Velachery main road Velachery Road Medavakkam, Chennai, Tamil Nadu, 600100, India",,,,
,,GREENHILLS EDUCATION CONSULTING PTY LTD,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46515,"Level 20 201 Sussex Street Darling park tower 2, Sydney, New South Wales, 2000, Australia",,,,
,,Tose`eh Elmi Royaye Parsian Institute,,,,,,Ahmadabad 21 Street,Mashhad,Iran,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43401,"Ahmadabad 21 Street, Ahmadabad 21 Street, Mashhad, Razavi Khorasan Province, Iran",,,,
,,KMV Travels and Study Services,,,,,,Winnipeg,MB,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41626,"1223 Comdale Avenue, Winnipeg, MB, R3T 2R4, Canada",,,,
,,Austbright Overseas Education Consultancy Ltd,,,,,,1205 133 Wai Yip Street,Kwun Tong,Hong Kong,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44721,"1205 133 Wai Yip Street, Kwun Tong, Kowloon, Hong Kong",,,,
,,"Pacific Education Co., Ltd.",,,,,,3樓 305號 松江路,台北市,Taiwan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45521,"3樓 305號 松江路, 台北市, 10491, Taiwan",,,,
,,MGD Education Internationale & Immigration,,,,,,000 Avenue Lamblin,Abidjan,Cote d'Ivoire,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44838,"Locaux Globe Assistance, vers l'agence Midle East Airline (MEA), face Groupe Medical du Plateau, 000 Avenue Lamblin, Abidjan, District Autonome d'Abidjan, Cote d'Ivoire",,,,
,,MGD CONSULTING,,,,,,1043 Avenue Kwame Nkrumah,Ouagadougou,Burkina Faso,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44840,"Nous sommes dans les locaux de l'agence WAHEGURU VOYAGE, 1043 Avenue Kwame Nkrumah, Ouagadougou, Centre Region, Burkina Faso",,,,
,,Instituto Nordico,,,,,,Cra 17 A 106 60 Of 402,Bogota,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/8192,"Cra 17 A 106 60 Of 402, Bogota, 11111, Colombia",,,,
,,Academica,,,,,,2 Kemény Ferenc Sétány,Győr,Hungary,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42123,"2 Kemény Ferenc Sétány, 2 Kemény Ferenc Sétány, Győr, 9025, Hungary",,,,
,,Asian Education Consultants,,,,,,Gujrat,Punjab,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/4671,"G.T. Road, Near Faisal Hotel, Gujrat, Punjab, 50700, Pakistan",,,,
,,VISA TORONTO,,,,,,Iran,Tehran,Iran,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41744,"Bahar Building, Bonbast Masoud, Sheikh Bahaiei Shomali, Vanak, Tehran, Iran, Tehran, Tehran Province, Iran",,,,
,,Milaap Immigration Services Inc.,,,,,,Surrey,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46820,"15735 Croydon Drive, Surrey, British Columbia, V3S 0C5, Canada",,,,
,,AIC Support Pty Ltd,,,,,,Perth,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/13993,"Room 31, Level 2 Bon Marche Arcade, 80 Barrack Street, Perth, Perth, Western Australia, WA 6000, Australia",,,,
,,Zach & Grace Nigeria Limited,,,,,,Lagos,Lagos,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39504,"A 5 Millenium Housing Estate Gbagada, Lagos, Lagos, 100234, Nigeria",,,,
,,Funosea Global Link,,,,,,Jikwoyi Along Karu-Karshi Express Way,Abuja,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42320,"C27/28 Oghenejifero Plaza, Jikwoyi Along Karu-Karshi Express Way, Abuja, Federal Capital Territory, Nigeria",,,,
,,Mahavir Jains Academy,,,,,,New Delhi,DL,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41721,"New Delhi, 59-D, 1st floor, Kalu sarai Near Hauz khas Metro station, New Delhi, DL, 110016, India",,,,
,,ILSCAM  International Language School of Canada and Mexico,,,,,,Ciudad López Mateos,Méx.,Mexico,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41512,"Calle Colorines 39, 39 Calle Colorines, Ciudad López Mateos, Méx., 52978, Mexico",,,,
,,Beijing JJL,,,,,,Beijing,Beijing,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/27594,"5F Mi Yang Tower, Yong An Dong Li, Jianguomenwai Avenue, - Jianguomenwai Avenue, Beijing, Beijing, 100022, China",,,,
,,Educom Commercial & Consultancy SDN BHD,,,,,,Madani Street,Khartoum,Sudan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41380,"Madani Street, Madani Street, Khartoum, Selangor, Sudan",,,,
,,STEP AHEAD EDUCATION CONSULT,,,,,,03 La-Bawaleshi Road,Accra,Ghana,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44739,"03 La-Bawaleshi Road, Accra, Greater Accra Region, Ghana",,,,
,,Level Up Enterprises Pty Ltd,,,,,,Hilton,SA,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46937,"Hilton Plaza, 160 Sir Donald Bradman drive, Hilton, SA, 5033, Australia",,,,
,,Origo edtech pvt Ltd,,,,,,Ernakulam,Kerala,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46918,"Vybhari bhavan second floor, Municipality road Durbar Hall Road Vybhari second floor angamaly, Ernakulam, Kerala, 682011, India",,,,
,,Go2Grow,,,,,,Bad Griesbach im Rottal,BY,Germany,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43766,"An der Bräukapelle, An der Bräukapelle 6, Bad Griesbach im Rottal, BY, 94086, Germany",,,,
,,Farzaneh Mehri(NEW LIFE GROUP),,,,,,Montréal,QC,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42102,"3500 Boulevard Cavendish, Montréal, QC, H4B 2N3, Canada",,,,
,,Canada Ponto,,,,,,Ottawa,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38895,"346 Grammond Circle, Ottawa, ON, K4A0W8, Canada",,,,
,,Expert Education and Visa Services,,,,,,Ahmedabad,Gujarat,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47007,"F 4 Yash Aqua Vijay Cross Road Navrangpura, Ahmedabad, Gujarat, 380009, India",,,,
,,Jin Sheng Consulting (Canada) Ltd.,,,,,,Vancouver,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47022,"2152 52nd Avenue, East, Vancouver, British Columbia, V5P 1W9, Canada",,,,
,,Euro Immigration Consultants Karachi,,,,,,Karachi,Sindh,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1448,"Office # 609, Kashif Centre, Main Shahra e Faisal, Karachi, Karachi, Karachi, Sindh, 74500, Pakistan",,,,
,,Euro Immigration Consultant Peshawar,,,,,,Peshawar,Khyber Pakhtunkhwa,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41630,"JB Tower, Office #401-A, Peshawar, Khyber Pakhtunkhwa, 25000, Pakistan",,,,
,,Euro Consultants Canada Inc.,,,,,,Toronto,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45726,"6060 3080 Yonge Street, Toronto, Ontario, M4N 3N1, Canada",,,,
,,Eduko Pathways (Pvt) Ltd,,,,,,Sri Jayawardenepura Kotte,WP,Sri Lanka,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44233,"Level 07, Sino Lanka Tower ""B"", 1090 Sri Jayawardenepura Mawatha, Sri Jayawardenepura Kotte, WP, 10100, Sri Lanka",,,,
,,Open for Australia,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44891,"21 207 Kent Street, Sydney, New South Wales, 2000, Australia",,,,
,,FAITH INDO AUST EDUCATION SERVICES PTY LTD,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44998,"33 264 George Street, Sydney, New South Wales, 2000, Australia",,,,
,,Intercambios Canada,,,,,,Vancouver,BC,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43828,"10536 Robertson St.Maple Ridge, Vancouver, BC, V2W0G2, Canada",,,,
,,CEPC,,,,,,Narayanganj,Dhaka Division,Bangladesh,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46697,"42/3 Nawab Salimullah Road, Narayanganj, Dhaka Division, 1400, Bangladesh",,,,
,,College Contact GmbH,,,,,,Frankfurt am Main,HE,Germany,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/34317,"151-153 Hanauer Landstraße, Münster, Frankfurt am Main, HE, 60314, Germany",,,,
,,Studyplex Education Consultancy Pvt.Ltd,,,,,,Bagbazar-28,Kathmandu,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45888,"28 Pipalbot, Bagbazar-28, Kathmandu, Central Development Region, Nepal",,,,
,,Auscey Gateway Services,,,,,,Melbourne,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1364,"PO Box 171 Kingsbury 3083, Melbourne, VIC, 3083, Australia",,,,
,,Study Unlimited SAS- Bogota,,,,,,BOGOTA,Cundinamarca,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36820,"CARRERA 15 # 93 A - 84 EDIFICIO BUSINESS 93 OFICINA 413 BOGOTA, COLOMBIA Unicentro- Edificio Oasis Oficina 408D CALI, COLOMBIA, Bogota, BOGOTA, Cundinamarca, 110221, Colombia",,,,
,,Further Study,,,,,,Tambon Maha Sawat,Chang Wat Nonthaburi,Thailand,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46669,"158/39 Soi 6 Thanon Rural Nonthaburi 3093 V compound (ratchapruek - pinklao), Tambon Maha Sawat, Chang Wat Nonthaburi, 11130, Thailand",,,,
,,“EGO PERFECTUS” LTD,,,,,,Vilnius,Lithuania,Lithuania,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42082,"14, Vytauto st., Vilnius, Lithuania, LT-08118, Lithuania",,,,
,,Dreams World Travel Canada,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43334,"1111 Finch Avenue West, Toronto, ON, M3J 2E5, Canada",,,,
,,AC Education and Migration,,,,,,17 Banani,Banani,Bangladesh,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47128,"House- 65, Road- 17, Banani, 17 Banani, Banani, Dhaka Division, Bangladesh",,,,
,,Topselect education and migration,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47386,"7 66 Clarence Street, Sydney, New South Wales, 2000, Australia",,,,
,,Eagle Blu Consulting PTY Ltd,,,,,,Burwood,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47348,"245 Highbury Road, Burwood, Victoria, 3125, Australia",,,,
,,CROSSLAND Education and Careers,,,,,,CHANDIGARH,CHANDIGARH,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42040,"SCO 110-111, LEVEL-II NEAR SINDHI SWEETS/KAPSON, SECTOR 17-C, CHANDIGARH, CHANDIGARH, 160017, India",,,,
,,Canada Study Consultants,,,,,,Edmonton,Alberta,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47028,"Suite 208 - 9218 Ellerslie Road Southwest, Edmonton, Alberta, T6X 0K6, Canada",,,,
,,Fast Global Apply,,,,,,Lida complex 1st,Tehran,Iran,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46171,"Lida complex 1st, Tehran, Tehran, Iran",,,,
,,Kandel Consultant Pty Ltd,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/13120,"L10/230, Collins St, Melbourne, Melbourne, Victoria, VIC - 3000, Australia",,,,
,,JIREH EDUCATION AND MIGRATION CONSULTING PTY LTD,,,,,,Box Hill,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47497,"818 Whitehorse Road, Box Hill, Victoria, 3128, Australia",,,,
,,Tyndale Christian School,,,,,,Salisbury East,South Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47519,"50 Fern Grove Boulevard, Salisbury East, South Australia, 5109, Australia",,,,
,,LiveStudy,,,,,,Kyivska 243a,Kiev,Ukraine,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43119,"Kyivska 243a, Kiev, 02000, Ukraine",,,,
,,A&J House,,,,,,Oshawa,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36473,"80 Gibbons Street, Mississauga, Oshawa, Ontario, L1J4X9, Canada",,,,
,,Liberty Education and Settlement Services Inc Canada,,,,,,Mississauga,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43069,"6660 Kennedy Road, Mississauga, Ontario, L5T 2M9, Canada",,,,
,,SPEEDi-Biz Australia 澳洲捷易,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45488,"Unit 2 320 Maroondah Highway, Melbourne, Victoria, 3134, Australia",,,,
,,Shenzhen(Nanshan) Concord College of Sino-Canada,,,,,,Shenzhen,Guangdong,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42324,"166 Nanguang Road, Shenzhen, Guangdong, 518054, China",,,,
,,Manoztralia,,,,,,Hondschoote,Hauts-de-France,France,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46761,"8 Rue Louis de Mâle, Hondschoote, Hauts-de-France, 59122, France",,,,
,,Maple canada student recruiting agency Inc. / Agence de recrutement d'étudiants Maple Canada Inc.,,,,,,St Hubert,Québec,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46100,"5382 Rue Belmont, St Hubert, Québec, J3Y 2X7, Canada",,,,
,,UNI STUDENT,,,,,,DELMA STREET,Abu Dhabi,United Arab Emirates,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39527,"DELMA STREET, , Abu Dhabi, 3061, United Arab Emirates",,,,
,,L&B Global,,,,,,Subiaco,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46258,"14-16 Rowland Street The Forrest Centre Subiaco, Subiaco, Western Australia, 6008, Australia",,,,
,,CASSANDRA MORGAN,,,,,,Toronto,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45932,"2600 Finch Avenue West, Toronto, Ontario, M9M 2G4, Canada",,,,
,,GlobeKonect Education & Travel,,,,,,No. 10 Satellite Town,,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46418,"No. 10 Satellite Town, Lagos, Nigeria",,,,
,,ACIC,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45261,"580 George Street, Sydney, New South Wales, 2000, Australia",,,,
,,ISEMS,,,,,,Parramatta,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47413,"314 Church Street, Parramatta, New South Wales, 2150, Australia",,,,
