first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,licence_number,licence_type
Inderpreet,Kaur,Kwik Kiwi Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200258,201200258,
Indika,Lakmal Kattadige,Let's Migrate,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400630,202400630,
Irene,William Karam Atia,the future immigration consultants ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201301043,201301043,
Iryna,Stewart,Tauranga Immigration and Translation Service,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300760,201300760,
Isabel,Pelegrineti La Macchia,UVISA Immigration Specialists Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200189,202200189,
Ishvinder,Pal Singh,NetworkG Partners Ltd T/A LivinginNZ.co.nz,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401130,201401130,
Ivan,Mark Chait,IMC MIGRATION AUSTRALIA PTY LTD,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502334,201502334,
Ivy,Lou Obillo-Rodriguez,Pathways to New Zealand Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500631,201500631,
Izelle,Schoombee,New Zealand Immigration Partners,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200864,202200864,
JIAN,SHI,MONTGOMERY INTERNATIONAL CONSULTANTS,,,,,,MELBOURNE,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503654,202503654,
JOANNA,XIAOZHU CHEN,Ugrant Migration Pty Ltd,,,,,,Brisbane,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505868,202505868,
Jack,Baxter MacLeod,IMMagine Australia and New Zealand,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800122,201800122,
Jagdeep,Kaur,Prominent Education Consultants,,,,,,Clyde North,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400245,202400245,
Jagjeet,Singh Sidhu,Immigration Matters NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400260,201400260,
Jagjit,Singh Cheema,CLYDE MIGRATION PTY LTD,,,,,,MELBOURNE,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100926,202100926,
Jahangir,Alam,J A GLOBAL IMMIGRATION & EDUCATION SERVICES LTD,,,,,,SYDNEY,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901310,201901310,
Jai,Pratap Singh,Voyage Immigration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901059,201901059,
Jamee,Alexandra Zohs,Black Sands Consulting,,,,,,Rolleston,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200838,201200838,
James,Alan Hall,ANZ Migrate PTE LTD,,,,,,Singapore,Singapore,SG,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800600,200800600,
James,Ekerin Bruce,New Zealand Immigration Partners,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701224,201701224,
James,Ellis,EdVantage International Consulting Limited.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300730,201300730,
James,McFarlane,AFFCO New Zealand Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401581,202401581,
James,Yan Fei Dai,Immigration Wise,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504600,202504600,
Jan,Hejhal,New Zealand Immigration Online Limited T/A NZIO,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000124,202000124,
Jan,Hendrik Barnard,Greatlife Immigration Services ltd,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000222,201000222,
Jan,Stephanus Petrus Smith,Migration and Investment New Zealand,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800040,201800040,
Jana,Vojtasovicova,Zealand Immigration Ltd,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100286,202100286,
Jane,Magiri Njomo,Australia TOL Migration Consultancy,,,,,,Liverpool,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001925,201001925,
Jane,Victoria Grace,CORE HS Ltd,,,,,,Methven,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100429,202100429,
Janet,Elizabeth Conley,Janet Conley Consulting Ltd,,,,,,Whanganui,Manawatū-Whanganui,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200775,202200775,
Janice,Jade Norris Roberts,Peri Roberts Immigration & Visa Advice,,,,,,New Plymouth,Taranaki,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300336,202300336,
Janita,Prakash,Janita Prakash,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504691,202504691,
Jaqueline,Ai Li Chong,Vialto Partners Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200301,201200301,
Jasdeep,Kaur,Aizel Immigration Services Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400268,202400268,
Jasmine,Bath,Immigration Guru Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001523,201001523,
Jasmine,Elizabeth Louise Robertson,Kustom Immigration Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505341,202505341,
Jasmine,Kaur,Unite Immigration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100808,202100808,
Jason,Fook Ngian Wong,Ausasia Migration Pty Ltd,,,,,,Kuala Lumpur,Kuala Lumpur,MY,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001180,201001180,
Jason,mingxing Zhu,Pioneer Education & Immigration Services Group Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902501,200902501,
Jaspal,Singh Sandhu,Fivewater Consultants Pty Ltd.,,,,,,Brisbane,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501429,201501429,
Jaspreet,Singh Bassan,New Start NZ/ New Start Hamilton Ltd.,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200488,201200488,
Jasroop,Hazooria,JCGlobal Services Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901246,200901246,
Jaswinder,Kaur,Reliable Immigration Services Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504119,202504119,
Jaswinder,Singh Sekhon,Convey Immigration Solutions,,,,,,Lincoln,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000704,202000704,
Jatinder,Pal Kaur Sidhu,GVK Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800326,200800326,
Javier,Dario Yepes Prada,Kia Ora Visas,,,,,,Opunake,Taranaki,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100145,202100145,
Jay,Bath,Immigration Guru Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200123,201200123,
Jeff,Bowyer,OneStepNZ,,,,,,Cambridge,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900999,201900999,
Jeff,Yuan,TDA Immigration and Student Services Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800197,201800197,
Jeffrey,Hugh McAlister,Voluntary,,,,,,Par,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100524,202100524,
Jennifer,Ann Hill,XIN CHENG INTERNATIONAL COMPANY LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600511,201600511,
Jennifer,Bielby,Immigration Works,,,,,,Upper Moutere,Tasman,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601108,201601108,
Jennifer,Jiyoung Jung,New Zealand Immigration Partners,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100990,202100990,
Jennifer,Margaret Richardson,People Plus Ltd,,,,,,Gisborne,Gisborne,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000118,202000118,
Jenny,Li,Progress Immigration LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200293,201200293,
Jens,Helmut Friedrich Mueller,Barclays Lloyds Limited,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000526,202000526,
Jeremy,Douglas Clapp,Depart Immigration Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201503598,201503598,
Jeremy,Kenneth Calcroft,Calcroft Immigration Ltd trading as Immigration Services,,,,,,Prebbleton,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200025,202200025,
Jeremy,Leong Oon Jinn,Living Without Borders Sdn Bhd,,,,,,Kuala Lumpur,Kuala Lumpur,MY,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300483,202300483,
Jerry,Kim,Jerry Immigration Consulting Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200407,201200407,
Jeslyn,George Edacheril,Seek Us First,,,,,,Waikato,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000816,202000816,
Jessica,Pui Kwun Yuen,Specialist Education Advisory Ltd,,,,,,Kowloon,Kowloon,HK,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200321,202200321,
Jia,LIU,Jiayi Visa Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202508447,202508447,
Jia,Lin Ke,T&H International Education (NZ)Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400395,201400395,
Jiajia,Pang,New Zealand Elementary Education Association Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201201200,201201200,
Jiajun,Gu,Asia Pacific International Consulting Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700199,201700199,
Jiakang,Wang,Jarvey Broadway Co Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100102,201100102,
Jiale,Wan,PJ Immigration Services Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200703,201200703,
Jiali,Xue,Hi Education Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507641,202507641,
Jialiang,Yang,New Future Education Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401470,202401470,
Jian,Li,Magical English Educational Service Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100599,202100599,
Jian,Liu,Union Education NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900940,200900940,
Jian,Xing,Global Ocean Group Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300810,202300810,
Jian,Zou,Apex Consulting Services Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100651,201100651,
Jiang,Wu,River Origin Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601195,201601195,
Jianmin,Hu,Service Kiwi Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504332,202504332,
Jianmin,Zhuang,NZING Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701164,201701164,
Jianpeng,Wu,Newstars Education and Migration (INTL) Pty Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503488,202503488,
Jiawei,Wang,C & L International Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200054,202200054,
Jiaxian,Liu,Shuncheng Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700408,201700408,
Jiayi,Si,N.A.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600741,201600741,
Jiaying,Liang,Begin Consulting Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100530,202100530,
Jie,ZHOU,Phillip Silver & Associates,,,,,,Surry Hills,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504985,202504985,
Jie,Zou,Prospect International Education Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100040,202100040,
Jieyu,Zhou,Le Bon Immigration Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201002534,201002534,
Jiezhe,Chen,JCG Pty Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500306,201500306,
Jignesh,Kumar Patel,Jignesh kumar patel,,,,,,Lower Hutt,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901980,200901980,
Jigneshkumar,Jayendrakumar Bhavsar,NRI Migration Services,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501464,201501464,
Jilesh,Dilip Desai,JD Immigration Services Limited,,,,,,Papakura,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503690,202503690,
Jils,Koyickal Vijayan,Silver Fern International Limited,,,,,,Palmerston North,Manawatū-Whanganui,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300448,202300448,
Jimin,Han,SIS International Education Consulting Ltd,,,,,,Busanjin-gu,Busan,KR,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505787,202505787,
Jimmy,Virdi,JSV Consultants,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200169,201200169,
Jin,Xiao,Right Choice NZ Ltd,,,,,,AUCKLAND,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500269,201500269,
Jing,An,Jing An,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000325,202000325,
Jing,Bao,Seago Group Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504215,202504215,
Jing,LI,QHYF Imm Limited t/a Shinyway Immigration,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300477,202300477,
Jing,Li,FRAGOMEN GLOBAL PTY LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601315,201601315,
Jing,Ma,Jing MA,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200686,202200686,
Jing,Qiu,New Future Education Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700940,201700940,
Jing,Wang,Leader Investment Group Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000578,202000578,
Jing,Xi,H&S Immigration Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900516,201900516,
Jing,Xu,Jing Xu,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600416,201600416,
Jing,Zhang,Edulinq NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200048,202200048,
Jing,Zhu,Success to NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800116,201800116,
Jingji,Wang,Sky Elite Consulting Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400297,202400297,
Jingxuan,Chen,Lightup Australia Group Pty Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506461,202506461,
Jingya,Li,Visahub,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900893,201900893,
Jingye,Zhang,VICTORIAN CENTRE FOR CAREER COACHING,,,,,,MITCHAM,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505838,202505838,
Jinlu,Liu,Bright Future International Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500266,202500266,
Jinxin,Li,RainbowBridge Eudcation & Immigration Consultancy Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401090,202401090,
Joanne,Lauren Marsh,IMMagine Australia and New Zealand,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601060,201601060,
Joanne,Sarah Doyle,Navigate Immigration Services Ltd,,,,,,Papamoa,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507085,202507085,
Jocelyn,Benitez Ocampo,Horizons New Zealand Immigration Consulting Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001078,201001078,
Jocelyn,Yoro Maneja-Curiano,Horizons New Zealand Immigration Consulting Central Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400363,202400363,
Joel,Miranda Angon,"GSIC - Golden Summit International Consultancy, Inc.",,,,,,Cebu,Cebu,PH,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000080,201000080,
Joga,Singh,Jack Immigration Consultants Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200903009,200903009,
