first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,fax,street_address,zip,services,languages
,,Justice For Our Neighbors (DFW Office),Immigration Legal Services,,(817) 310-3820,https://www.jfondfw.org,jfondfw.org,Grapevine,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393345-Justice_For_Our_Neighbors_DFW_Office,(817) 310-3803,"422 Church Street, Forbes House",76051,,
,,Kids in Need of Defense (Houston Office),Immigration Legal Services,,832-779-4030,http://www.supportkind.org,supportkind.org,Houston,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393347-Kids_in_Need_of_Defense_Houston_Office,(713) 228-5826,"1000 Main Street, T100",77002,,
,,La Union del Pueblo Entero (Alton Office),Immigration Legal Services,,(956) 58482113636,http://lwww.upenet.org,lwww.upenet.org,Alton,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393348-La_Union_del_Pueblo_Entero_Alton_Office,,"416 S. Alton Blvd., Suite A",78573,,
,,La Union del Pueblo Entero (San Benito Office),Immigration Legal Services,,(956) 626-1712,http://www.lupenet.org,lupenet.org,San Benito,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393350-La_Union_del_Pueblo_Entero_San_Benito_Office,,"875 S. Sam Houston Blvd., Suite D",78586,,
,,La Union del Pueblo Entero (San Juan Office),Immigration Legal Services,,(956) 787-2233,http://www.lupenet.org,lupenet.org,San Juan,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393380-La_Union_del_Pueblo_Entero_San_Juan_Office,(956) 787-8730,"PO Box 188, (Corner of Cesar Chavez Road and Business 83)",78589,,
,,Las Americas Immigrant Advocacy Center,Immigration Legal Services,,(915) 544-5126,http://las-americas.org,las-americas.org,El Paso,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393352-Las_Americas_Immigrant_Advocacy_Center,(915) 544-4041,1500 E. Yandell Dr.,79902,,
,,Light of Hope Immigration Law Center,Immigration Legal Services,,(469) 229-0590,http://www.lohimmigration.org,lohimmigration.org,Plano,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393331-Light_of_Hope_Immigration_Law_Center,(469) 229-0130,1339 19th St,75074,,
,,Lone Star Victims Advocacy Project,Immigration Legal Services,,(512) 715-4831,https://www.lsvap.org/,lsvap.org,Austin,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.664612-Lone_Star_Victims_Advocacy_Project,(512) 980-1119,PO Box 6539,78762,,
,,Memorial Assistance Ministries,Immigration Legal Services,,713-929-9280,https://www.mamhouston.org/legal,mamhouston.org,Houston,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.628305-Memorial_Assistance_Ministries,,1625 Blalock Road,77080,,
,,"Mosaic Family Services, Inc.",Immigration Legal Services,,(214) 821-5393,http://www.mosaicservices.org,mosaicservices.org,Dallas,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393353-Mosaic_Family_Services_Inc,(214) 821-0810,"12225 Greenville Avenue Suite, 800",75243,,
,,Multicultural Family Center,Immigration Legal Services,,(903) 328-5203,https://www.multiculturalfamilycenter.com/,multiculturalfamilycenter.com,Sherman,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.709018-Multicultural_Family_Center,(903) 304-0120,203 S Travis St,75090,,
,,New Hope Immigration Services,Immigration Legal Services,,(972) 240-3030,http://www.newhopeims.org,newhopeims.org,Garland,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393354-New_Hope_Immigration_Services,(972) 278-7100,"3420 Broadway Blvd., Suite 125",75043,,
,,OCA - Greater Houston,Immigration Legal Services,,281-968-9131,http://www.ocahouston.org,ocahouston.org,Houston,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.760569-OCA_Greater_Houston,,"9800 Town Park, Suite 105",77036,,
,,"Opening Doors International Services, Inc.",Immigration Legal Services,,(940) 382-0096,http://www.Odisinc.org,odisinc.org,Denton,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393387-Opening_Doors_International_Services_Inc,,2200 N. Bell Ave.,76209,,
,,"Proyecto Inmigrante ICS, Inc - Dallas Branch",Immigration Legal Services,,1-888-793-2182  3201,http://www.proyectoinmigrante.org,proyectoinmigrante.org,Irving,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.479790-Proyecto_Inmigrante_ICS_Inc_Dallas_Branch,(800) 687-1721,"800 W. AIRPORT FREEWAY, SUITE 511",75062,,
,,"Proyecto Inmigrante ICS, Inc. (Fort Worth Office)",Immigration Legal Services,,1-888-793-2182,http://www.proyectoinmigrante.org,proyectoinmigrante.org,Fort Worth,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.398149-Proyecto_Inmigrante_ICS_Inc_Fort_Worth_Office,1-800-687-1721,"6850 Manhattan Blvd., Suite 200",76120,,
,,"Proyecto Inmigrante ICS, Inc. (Texoma Office)",Immigration Legal Services,,(940) 766-5533,http://proyectoinmigrante.org,proyectoinmigrante.org,Wichita Falls,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.506490-Proyecto_Inmigrante_ICS_Inc_Texoma_Office,,1300 14th Street,76301,,
,,"Refugee and Immigrant Center for Education and Legal Services, Inc. (Austin Main Office)",Immigration Legal Services,,(512) 994-2199,http://www.raicestexas.org/,raicestexas.org,Austin,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.626652-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_Austin_Ma,,"2101 S IH 35, Suite 300",78741,,
,,"Refugee and Immigrant Center for Education and Legal Services, Inc. (Corpus Christi Office)",Immigration Legal Services,,(361) 693-5838,http://www.raicestexas.org,raicestexas.org,Corpus Christi,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.626671-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_Corpus_Ch,,403 Waco St.,78401,,
,,"Refugee and Immigrant Center for Education and Legal Services, Inc. (Fort Worth Office)",Immigration Legal Services,,(817) 717-9377,http://www.raicestexas.org,raicestexas.org,Fort Worth,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.626676-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_Fort_Wort,,"4200 South Freeway, Suite 704",76115,,
,,"Refugee and Immigrant Center for Education and Legal Services, Inc. (RAICES)",Immigration Legal Services,,(214) 295-9554,http://www.raicestexas.org,raicestexas.org,Dallas,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.626673-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_RAICES,,"1420 W. Mockingbird Ln., Suite 840,",75247,,
,,"Refugee and Immigrant Center for Education and Legal Services, Inc. (San Antonio Office)",Immigration Legal Services,,+1 (833) 372-4237,http://www.raicestexas.org,raicestexas.org,San Antonio,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393383-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_San_Anton,(210) 212-4856,131 Interpark Blvd,78216,,
,,RISE for Immigrants,Immigration Legal Services,,(210) 457-1516,https://www.riseforimmigrants.org/,riseforimmigrants.org,San Antonio,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.818802-RISE_for_Immigrants,,P.O. Box 460223,78246,,
,,Somali Bantu Community of Greater Houston,Immigration Legal Services,,(832) 641-3317,http://www.sbcgh.org,sbcgh.org,Houston,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393381-Somali_Bantu_Community_of_Greater_Houston,(832) 641-3317,"2703 HWY 6 S, Suite 123",77082,,
,,"South Texas Immigration Council, Inc. (Brownsville Office)",Immigration Legal Services,,(956) 542-1991,https://www.southtexasimmigrationcouncil.com,southtexasimmigrationcouncil.com,Brownsville,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393323-South_Texas_Immigration_Council_Inc_Brownsville_Office,(956) 542-0490,4 E. Levee St.,78520,,
,,"South Texas Immigration Council, Inc. (Harlingen Office)",Immigration Legal Services,,(956) 425-6987,https://www.southtexasimmigrationcouncil.com,southtexasimmigrationcouncil.com,Harlingen,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393324-South_Texas_Immigration_Council_Inc_Harlingen_Office,(956) 425-7434,4793 W. Expressway 83,78552,,
,,"South Texas Immigration Council, Inc. (McAllen Office)",Immigration Legal Services,,956 682-5397,,,McAllen,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393325-South_Texas_Immigration_Council_Inc_McAllen_Office,956 682 8133,1205 Galveston Street,78501,,
,,South Texas Pro Bono Asylum Representation Project (ProBAR),Immigration Legal Services,,(956) 365-3775,http://www.americanbar.org/probar,americanbar.org,Harlingen,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393355-South_Texas_Pro_Bono_Asylum_Representation_Project_ProBAR,(956) 365-3789,"202 S. 1st Street, Suite 300",78550,,
,,St. Mary's University School of Law - Center for Legal and Social Justice,Immigration Legal Services,,(210) 431-5714,https://law.stmarytx.edu,law.stmarytx.edu,San Antonio,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393382-St_Marys_University_School_of_Law_Center_for_Legal_and_Social_Justice,(210) 431-5700,2507 N.W. 36th St.,78228,,
,,Tahirih Justice Center (Houston Office),Immigration Legal Services,,(713) 496-0100,https://www.tahirih.org/,tahirih.org,Houston,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.809987-Tahirih_Justice_Center_Houston_Office,,1717 Saint James Place Suite 450,77056,,
,,Texas Muslim Womens Foundation,Immigration Legal Services,,(469) 467-6241,https://tmwf.org/,tmwf.org,Plano,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.689668-Texas_Muslim_Womens_Foundation,(469) 467-6249,PO Box 863388,75086,,
,,Texas RioGrande Legal Aid (Alpine Office),Immigration Legal Services,,(432) 837-1199,http://www.trla.org/index.php,trla.org,Alpine,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393361-Texas_RioGrande_Legal_Aid_Alpine_Office,(432) 837-9946,114 N. 6th,79830,,
,,Texas RioGrande Legal Aid (Austin Office),Immigration Legal Services,,(512) 374-2700,http://www.trla.org/index.php,trla.org,Austin,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393362-Texas_RioGrande_Legal_Aid_Austin_Office,(512) 447-3940,4920 N. I-35,78751,,
,,Texas RioGrande Legal Aid (Brownsville Office),Immigration Legal Services,,(956) 982-5540,http://www.trla.org/index.php,trla.org,Brownsville,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393363-Texas_RioGrande_Legal_Aid_Brownsville_Office,(956) 541-1410,1206 E. Van Buren Street,78520,,
,,Texas RioGrande Legal Aid (Corpus Christi Courthouse Office),Immigration Legal Services,,(361) 888-0282,http://www.trla.org/index.php,trla.org,Corpus Christi,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393364-Texas_RioGrande_Legal_Aid_Corpus_Christi_Courthouse_Office,(361) 888-0705,"901 Leopard, Nueces County Courthouse, Room 105",78401,,
,,Texas RioGrande Legal Aid (Corpus Christi Pueblo Office),Immigration Legal Services,,(361) 880-5420,http://www.trla.org/index.php,trla.org,Corpus Christi,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393365-Texas_RioGrande_Legal_Aid_Corpus_Christi_Pueblo_Office,(361) 883-7615,3825 Agnes St,78405,,
,,Texas RioGrande Legal Aid (Del Rio Office),Immigration Legal Services,,(830) 774-8300,http://www.trla.org/index.php,trla.org,Del Rio,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393366-Texas_RioGrande_Legal_Aid_Del_Rio_Office,(830) 768-0997,902 E. 11th St,78841,,
,,Texas RioGrande Legal Aid (Eagle Pass Office),Immigration Legal Services,,(830) 752-6400,http://www.trla.org/index.php,trla.org,Eagle Pass,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393367-Texas_RioGrande_Legal_Aid_Eagle_Pass_Office,(830) 773-5806,542 E. Main St,78853,,
,,Texas RioGrande Legal Aid (Edinburg Office),Immigration Legal Services,,(956) 393-6200,http://www.trla.org/index.php,trla.org,Edinburg,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393368-Texas_RioGrande_Legal_Aid_Edinburg_Office,(956) 383-4688,316 S. Closner Blvd,78539,,
,,Texas RioGrande Legal Aid (El Paso Office),Immigration Legal Services,,(956) 996-8752,https://trla.org,trla.org,El Paso,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393369-Texas_RioGrande_Legal_Aid_El_Paso_Office,(956) 591-8752,1331 Texas Ave,79901,,
,,Texas RioGrande Legal Aid (Harlingen Office),Immigration Legal Services,,(956) 364-3800,http://www.trla.org/index.php,trla.org,Harlingen,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393370-Texas_RioGrande_Legal_Aid_Harlingen_Office,(956) 423-2674,308 E. Harrison Ave,78550,,
,,Texas RioGrande Legal Aid (Laredo Office),Immigration Legal Services,,(956) 718-4600,http://www.trla.org/index.php,trla.org,Laredo,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393372-Texas_RioGrande_Legal_Aid_Laredo_Office,(956) 727-8371,1702 Convent Ave,78040,,
,,Texas RioGrande Legal Aid (San Antonio Office),Immigration Legal Services,,(210) 212-3700,http://www.trla.org/index.php,trla.org,San Antonio,TX,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393373-Texas_RioGrande_Legal_Aid_San_Antonio_Office,(210) 212-3774,1111 N. Main Ave,78212,,
